id,text,chars,width,height,area,char_size,pos_x,pos_y,aspect,layout,label
crai-004-009,0,1,0.003268,0.00505,1.7e-05,1.7e-05,0.124183,0.491162,0.647063, v,caption
crai-004-010,0 50 100 150 200 250 300,24,0.343137,0.005051,0.001733,7.2e-05,0.29902,0.496212,67.940974, h,caption
crai-004-011,Fig. 5. CPU Load of iPAQ with Parallel Neural Networks,54,0.318627,0.008838,0.002816,5.2e-05,0.288399,0.525884,36.050558, h,body
crai-004-012,CPU Graph Parameter Percentage ValueMaximum 25.2%Minimum 18.8%Average 20.2%Overhead 1-2%,88,0.228758,0.068182,0.015597,0.000177,0.289216,0.636364,3.35512, h,header
crai-004-013,TABLE IICPU USAGE STATISTICS,28,0.135621,0.02399,0.003254,0.000116,0.288399,0.572601,5.653241, h,body
crai-004-014,Neural Network CPU Usage,24,0.091503,0.00505,0.000462,1.9e-05,0.297386,0.280303,18.117771, h,caption
crai-004-015,Time (s),8,0.026144,0.00505,0.000132,1.7e-05,0.297386,0.502525,5.176476, h,caption
crai-004-016,775,3,0.026144,0.011364,0.000297,9.9e-05,0.5,0.945076,2.300658, h,body
crai-004-017,"This has been achieved through the development of anentire system to capture, sample, and train neural networks.Previous results have been enhanced through the use of asecond neural network running in parallel in order to increasethe classification rate of all commands. The project has shownthat PDAs are a viable alternative to designing a customembedded system, and has shown that it is possible to buildan effective neural network based controller using a PDA.It has shown this through the design and testing of a fullyoperational control system.ACKNOWLEDGEMENTThis study was supported by an ARC LIEF grant(LE0454081).REFERENCES[1] C. Law, M. Leung, Y. Xu, and S. Tso, Ã¢â‚¬Å“A cap as interface for wheelchaircontrol,Ã¢â‚¬Â Intelligent Robots and System, IEEE/RSJ International Con-ference on, vol. 2, pp. 1439Ã¢â‚¬â€œ1444, 2002.[2] R. Barea, L. Boquete, M. Mazo, and E. Lopez, Ã¢â‚¬Å“System for assistedmobility using eye movements based on electrooculography,Ã¢â‚¬Â NeuralSystems and Rehabilitation Engineering, IEEE Transactions on [seealso IEEE Trans. on Rehabilitation Engineering], vol. 10, no. 4, pp.209Ã¢â‚¬â€œ218, 2002.[3] E. Crisman, A. Loomis, R. Shaw, and Z. Laszewski, Ã¢â‚¬Å“Using the eyewink control interface to control a powered wheelchair,Ã¢â‚¬Â Engineering inMedicine and Biology Society, Proceedings of the Annual InternationalConference of the IEEE, vol. 13, pp. 1821Ã¢â‚¬â€œ1822, 1991.[4] R. Simpson and S. Levine, Ã¢â‚¬Å“Voice control of a powered wheelchair,Ã¢â‚¬ÂNeural Systems and Rehabilitation Engineering, IEEE Transactions on[see also IEEE Trans. on Rehabilitation Engineering], vol. 10, no. 2,pp. 122Ã¢â‚¬â€œ125, 2002.[5] K. Komiya, K. Morita, K. Kagekawa, and K. Kurosu, Ã¢â‚¬Å“Guidance ofa wheelchair by voice,Ã¢â‚¬Â Industrial Electronics Society, IECON. 26thAnnual Conference of the IEEE, vol. 1, pp. 102Ã¢â‚¬â€œ107, 2000.[6] M. Mazo, F. J. Rodriguez, J. L. Lazaro, J. Urena, J. C.Garcia, E. Santiso, and P. A. Revenga, Ã¢â‚¬Å“Electronic control ofa wheelchair guided by voice commands,Ã¢â‚¬Â Control EngineeringPractice, vol. 3, no. 5, pp. 665Ã¢â‚¬â€œ674, 1995. [Online]. Avail-able: [7] T. Joseph and H. Nguyen, Ã¢â‚¬Å“Neural network control of wheelchairsusing telemetric head movement,Ã¢â‚¬ÂEngineering in Medicine and BiologySociety. Proceedings of the 20th Annual International Conference of theIEEE, vol. 5, pp. 2731Ã¢â‚¬â€œ2733, 1998.[8] P. Taylor and H. Nguyen, Ã¢â‚¬Å“Performance of a head-movement interfacefor wheelchair control,Ã¢â‚¬Â Engineering in Medicine and Biology Society.Proceedings of the 25th Annual International Conference of the IEEE,vol. 2, pp. 1590Ã¢â‚¬â€œ1593, 2003.[9] H. Nguyen, L. King, and G. Knight, Ã¢â‚¬Å“Real-time head movementsystem and embedded linux implementation for the control of powerwheelchairs,Ã¢â‚¬Â Engineering in Medicine and Biology Society. Proceed-ings of the 26th Annual International Conference of the IEEE, vol. 7,pp. 4892Ã¢â‚¬â€œ4895, 2004.",2774,0.400327,0.666667,0.266885,9.6e-05,0.709967,0.426768,0.60049, v,other
Deve-001-000,ResearchGate,12,0.117647,0.012626,0.001485,0.000124,0.890523,0.046717,9.317641, h,body
Deve-001-001,"See discussions, stats, and author profiles for this publication at: ",69,0.482026,0.008838,0.00426,6.2e-05,0.306373,0.095328,54.53784, h,body
Deve-001-002,Development of an Infrared-Based Sensor for Finger Movement Detection,69,0.797386,0.021465,0.017116,0.000248,0.464052,0.125631,37.148783, h,body
Deve-001-003,Article . June 2019,19,0.081699,0.007576,0.000619,3.3e-05,0.104575,0.164141,10.784324, h,body
Deve-001-004,CITATIONS,9,0.037582,0.006313,0.000237,2.6e-05,0.082516,0.205177,5.952942, h,body
Deve-001-005,READS,5,0.021242,0.006313,0.000134,2.7e-05,0.510621,0.205177,3.364708, h,body
Deve-001-006,3,1,0.004902,0.006313,3.1e-05,3.1e-05,0.066176,0.217803,0.776471, v,body
Deve-001-007,222,3,0.017974,0.008838,0.000159,5.3e-05,0.507353,0.217803,2.033619, h,body
Deve-001-008,2 authors:,10,0.044118,0.007576,0.000334,3.3e-05,0.087418,0.25,5.823527, h,body
Deve-001-009,Agbotiname Lucky ImoizeUniversity of Lagos,42,0.116013,0.02399,0.002783,6.6e-05,0.164216,0.279672,4.835915, h,body
Deve-001-010,Aanu BabajideUniversity of Lagos,32,0.084967,0.022727,0.001931,6e-05,0.584967,0.280303,3.738563, h,body
Deve-001-011,44 PUBLICATIONS 174 CITATIONS,29,0.129085,0.006313,0.000815,2.8e-05,0.172386,0.302399,20.447127, h,body
Deve-001-012,2 PUBLICATIONS 3 CITATIONS,26,0.114379,0.006313,0.000722,2.8e-05,0.599673,0.302399,18.117701, h,body
Deve-001-013,SEE PROFILE,11,0.045752,0.006313,0.000289,2.6e-05,0.142157,0.322601,7.247083, h,body
Deve-001-014,SEE PROFILE,11,0.044118,0.006313,0.000279,2.5e-05,0.577614,0.322601,6.988251, h,body
Deve-001-015,Some of the authors of this publication are also working on these related projects:,83,0.379085,0.010101,0.003829,4.6e-05,0.254902,0.367424,37.529375, h,body
Deve-001-016,Project,7,0.01634,0.005051,8.3e-05,1.2e-05,0.084967,0.401515,3.235297, h,caption
Deve-001-017,BER comparison of different modulation schemes over AWGN and Rayleigh fading channels for MIMO-OFDM system View project,119,0.576797,0.010101,0.005826,4.9e-05,0.422386,0.401515,57.102883, h,body
Deve-001-018,Project,7,0.01634,0.00505,8.3e-05,1.2e-05,0.084967,0.439394,3.23531, h,caption
Deve-001-019,Wireless Sensor Networks View project,37,0.173203,0.010101,0.00175,4.7e-05,0.220588,0.438131,17.147109, h,body
Deve-001-020,All content following this page was uploaded by Agbotiname Lucky Imoize on 25 January 2020.,91,0.424837,0.008838,0.003755,4.1e-05,0.28268,0.956439,48.067137, h,body
Deve-001-021,The user has requested enhancement of the downloaded file.,58,0.218954,0.007576,0.001659,2.9e-05,0.179739,0.974747,28.901989, h,body
Deve-002-000,SOCIETY FOR SCIENCE AND EDUCATION,33,0.246732,0.008838,0.002181,6.6e-05,0.801471,0.020833,27.915963, h,body
Deve-002-001,UNITED KINGDOM,14,0.124183,0.008838,0.001098,7.8e-05,0.862745,0.032197,14.050422, h,body
Deve-002-002,JBEMÃ„Â° HOURNAL OF BIOMEDICAL,27,0.47549,0.054293,0.025816,0.000956,0.276961,0.078914,8.757866, h,header
Deve-002-003,JOURNAL OF BIOMEDICALENGINEERING AND MEDICAL IMAGING,52,0.385621,0.037879,0.014607,0.000281,0.437908,0.084596,10.180392, h,header
Deve-002-004,ISSN: 2055-1266VOLUME 6 ISSUE 4,31,0.120915,0.02904,0.003511,0.000113,0.898693,0.090278,4.163682, h,body
Deve-002-005,Development of an Infrared-Based Sensor for Finger Movement,59,0.754902,0.021465,0.016204,0.000275,0.5,0.164773,35.169545, h,body
Deve-002-006,Detection,9,0.114379,0.016414,0.001877,0.000209,0.498366,0.191288,6.968329, h,body
Deve-002-007,"Agbotiname Lucky Imoize, Aanuoluwapo Eberechukwu Babajide1Department of Electrical and Electronics Engineering, University of Lagos, Akoka-Lagos, Nigeria?Department of Computer Engineering, University of Lagos, Akoka-Lagos, Nigeria.",232,0.70098,0.050505,0.035403,0.000153,0.499183,0.248737,13.879409, h,header
Deve-002-008,aimoize@unilag.edu.ng; aanuoluwapo.babajide@live.unilag.edu. ng,63,0.495098,0.013889,0.006876,0.000109,0.499183,0.284722,35.64713, h,body
Deve-002-009,ABSTRACT,8,0.076797,0.011364,0.000873,0.000109,0.512255,0.332702,6.758181, h,body
Deve-002-010,"With the increasing interest in smart devices and convenient remote control, the need for accuratewireless means of control has become imperative. This gives rise to the growing research interests in thearea of gesture and finger movement detection. In this paper, a suitable design exploring some techniquesinvolved in hand and finger movement detection, using depth-sensing infrared cameras embedded onXbox Kinect Module is presented. First, 3-D images are generated and filtered along the z-axis, then twodistinct techniques; Haar-Like Features, and Deep Learning using a Convolution Neural Network (CNN),are performed on the images to detect hands movement. In order to evaluate the robustness of theproposed technique, useful metrics like, Precision, Recall, F1-Score and Accuracy are used to evaluate theefficiency of the technique. Results show that while the deep learning model showed the most accurateresults with a weighted accuracy of 1.0 (due to the absence of noise in the images), a weighted accuracyof 0.97 is observed for the Haar-Like features. Finally, the Haar-like features technique appears to runfaster due to its static nature whereas, the deep learning model is quite slow in terms of running time.Overall, these findings point to the conclusion that the deep learning model is a better technique fordetecting hands movements despite its longer running time.",1383,0.763072,0.267677,0.204257,0.000148,0.499183,0.493687,2.850721, h,header
Deve-002-011,"Keywords: Finger movement detection, Haar-Like features, Deep Learning, Z-axis filtering, Accuracy,Precision, Recall, F1-score, Weighted average, 3-D Images, Depth Sensor, Infrared (IR) Images,Convolutional Neural Network (CNN).",228,0.761438,0.05303,0.040379,0.000177,0.498366,0.666667,14.358544, h,header
Deve-002-012,"1 IntroductionGlobally, there has been an exponential growth in the number of electronic devices currently in use forvarious applications including fingers movement detection, and the littlest convenience could be thedeciding factor in preference. Companies in the electronics industry are always open to customer-centricinnovations that could give the slightest edge against competitors. This need for innovation fuels thisdesign to create an infrared-based sensor for finger movement detection. While steering away fromsolutions geared towards detecting finger movement by extensive use of hardware, this design utilisesthe infrared depth couple in the Xbox Kinect sensor for input and then processes the generated imageswith a z-axis filtering algorithm, a template matching process, which uses a neural network trained feature",830,0.763072,0.175505,0.133923,0.000161,0.499183,0.793561,4.347863, h,header
Deve-002-013,DOI: 10.14738/jbemi.64.7639Publication Date: 28th June 2019URL: ,64,0.338235,0.045455,0.015374,0.00024,0.294935,0.92298,7.441168, h,header
Deve-003-000,"JOURNAL OF BIOMEDICAL ENGINEERING AND MEDICAL IMAGING, Volume 6, No 4, August 2019",82,0.651961,0.012626,0.008232,0.0001,0.497549,0.064394,51.635291, h,body
Deve-003-001,"recognition model to detect and recognise captured hands. Based on the theoretical background, it isexpected that successful detection and recognition will occur with good enough accuracy as compared toother methods. The response time is expected to be slower as the image processing algorithms could becomputationally expensive.",329,0.763072,0.074495,0.056845,0.000173,0.499183,0.123106,10.243269, h,header
Deve-003-002,"In this design, infrared technology is used to detect hand and finger movements with no attached orhandheld hardware piece. This solution could find several applications in gaming, vehicle control, wirelesscontrol of most electronic devices, and data analysis. More specifically, the design is aimed at detectingfinger movement using infrared technology. The key objectives are; to detect hands and fingers byprocessing depth images from the infrared camera using Haar-like features object detection algorithm, todetect hands and fingers by processing depth images from the infrared camera using a convex hullformation and detection algorithm, to detect hands and fingers by processing depth images from theInfrared camera using a pre-trained deep learning model, and to select the best of the three algorithmsusing testing accuracy, precision, recall and F1 score. Furthermore, this design includes theimplementation of three algorithms (Haar-like features, convex hull formation, and deep learning model)that can recognise hands and fingers given depth infrared images as input. Finally, the evaluation of theaccuracy of the investigated algorithms is demonstrated to show the performances of the algorithms.",1210,0.763072,0.229798,0.175352,0.000145,0.499183,0.286616,3.32062, h,header
Deve-003-003,"2 Related WorkHand gestures are a common way people communicate, from simple pointing gestures to signify directionto more complex gestures in sign language. This has made a big field out of hand and finger gesturerecognition as giving computers a way to recognise this basic way of communication would have manyuseful applications. Several researchers have made several contributions to find better ways forcomputers to recognise hand gestures shown by humans. Haar-like features, as proposed by Viola andJones in [1], uses the Adaboost learning algorithm to generate classifiers by selecting critical visualfeatures called Haar-like features in the image and then finds matches in smaller rectangularrepresentations of the image called 'integral images'. This evolutionary method has allowed researchersto develop several object detection systems that provide good accuracy and speed.",886,0.76634,0.199495,0.152881,0.000173,0.499183,0.511364,3.8414, h,header
Deve-003-004,"Chen et al [2] implemented a real-time hand detection system using Haar-like features for hand posturedetection and syntactic analysis based on a stochastic context-free grammar for gesture recognition.While this paper highlights the high accuracy Haar-like features offer for hand posture detection, it alsopoints out that it cannot be used for gesture recognition because of the transition states of gestures.Hence, the use of Haar-like features in this design is limited to hand and finger detection and other staticdetection methods outlined in [3].",553,0.763072,0.112374,0.085749,0.000155,0.499183,0.676136,6.790485, h,header
Deve-003-005,"Ã¢â‚¬Å“The convex hull CH (S) of a set 'S' is the smallest convex set that contains 'S'[4], this statement describesa convex hull, the importance of convex hull generation is clear in the processing of images. Selecting theouter borders of an object such as a hand can detect distinct parts of the hand for further processing. Renet al [5] used the convex hull method to detect fingers from images generated by infrared depth sensorsby first using a novel method for detecting gestures called Finger Earth Mover's Distance (FEMD). Afterthe sensor detects the hand, the generated information is converted to 'signatures' before the FEMDtechnique is then applied. Finger detection is achieved by either threshold decomposition or near-convexshape decomposition.",753,0.763072,0.151515,0.115617,0.000154,0.499183,0.820707,5.036275, h,header
Deve-003-006,COPYRIGHT Ã‚Â© SOCIETY FOR SCIENCE AND EDUCATION UNITED KINGDOM,60,0.47549,0.011364,0.005403,9e-05,0.484477,0.936237,41.843269, h,body
Deve-003-007,30,2,0.017974,0.008838,0.000159,7.9e-05,0.878268,0.936237,2.033623, h,body
Deve-004-000,"Agbotiname Lucky Imoize, Aanuoluwapo Eberechukwu Babajide; Development of an Infrared-Based Sensor for Finger MovementDetection, Journal of Biomedical Engineering and Medical Imaging, Volume 6, No 4, Aug (2019), pp 29-44Also, Bergh et al [6] used a convex hull algorithm to get the centre of the hand in images. Infrared depthsensors were mounted on a robot that got directions in the form of pointing gestures from users. As itcaptures the gestures as 3D images by the sensor, their proposed model estimated the orientation of thehand by determining the wrist position regarding the centre of the hand (convex hull algorithm). After asuccessful orientation estimation, the model then recognised the hand posture by classifying the imagebased on the Average Neighbourhood Margin Minimisation (ANMM). Finally, the pointing direction wasdetermined based on the hand posture and orientation.Guan-Feng et al [7] used a 3D depth camera to detect the user and z-axis filtering to segment the hand.Further processing was then done on the segmented hand as a hand contour (convex hull) is formed usingonly the boundary pixels from the image of the hand. Gesture recognition is then done by using contourpoints to get convex defects in subsequent images. Evidently, the use of the convex hull algorithm allowsfor flexible processing because the hull provides information about the hand and different methods coulddraw data from the information.",1435,0.803922,0.285354,0.229402,0.00016,0.519608,0.199495,2.817283, h,header
Deve-004-001,"Deep learning (8], as an Al technique, involves the use of a back-propagation algorithm to generatepredictive models based on data supplied, thus, implying that models that detect hands can be createdand trained by supplying several images of hands [9]. Oyedotun and Khashman [10] in their paperdeveloped a system for detecting all 24 hand gestures in Thomas Moeslund's gesture recognitiondatabase (11) using a deep learning model. They also showed that more biologically oriented deep neuralnetworks like CNN learned the hand gesture alphabet with good accuracy and relatively lower error rates.",596,0.763072,0.112374,0.085749,0.000144,0.499183,0.412247,6.790483, h,header
Deve-004-002,"A related work by Hussain et al [12] achieved gesture recognition by the use of VGG16 [13], a pre-trainedCNN. The developed classifier recognised hand shape through transfer learning (14) over the VGG16 andtraced detected hands using a skin colour detection algorithm if the motion was dynamic. Drawing aconclusion from reviewed papers, deep learning models achieve high accuracy rates for dynamic sets ofdata such as hand and finger movement and are hence a good technique for gesture recognition.",498,0.763072,0.093434,0.071297,0.000143,0.499183,0.526515,8.166931, h,header
Deve-004-003,"Discussing other techniques of hand and finger movement detection, Cheng et al [15] achieved similarresults in a more minimalistic manner. Avoiding the use of a depth camera, the researchers used anInfrared LED and Infrared Receiver. This pair of sensors detected finger movement regarding time and fedthe raw signal to a system that used a mathematical model in combination with a decision tree todetermine the proper gesture being made. A similar but more complex approach was taken by Liu et al[16] where a Passive Infrared (PIR) sensor array was used to collect input with pseudo-random codedFresnel lenses. The sensor arrays used compressed infrared sensing to detect only the spatial-temporalchanging motion and then interpreting the information by using 'Vector Quantisation' to recognise thesemantic of arm gesture.",823,0.763072,0.169192,0.129106,0.000157,0.499183,0.670455,4.510097, h,header
Deve-004-004,"Similarly, Megalingam et al [17] set-up an Infrared LED-Receiver sensor array embedded in a tablet anddetected hand movement on the tablet by recording ulnar deviation (in the palm). With a similar use ofsimple infrared materials, Metzger et al (18] utilised a single Infrared proximity sensor in their wearablesolution to the problem. The device, after being mounted on the ear and controlled using finger gestures,would detect an object/finger as a pulse, and multiple pulses would signify multiple fingers. Theunderlying technology implied that the input depended on the number of fingers that passed the sensorand not the direction of gesture as in previous methods. While these methods offer fast response time",715,0.763072,0.132576,0.101165,0.000141,0.499183,0.833965,5.755745, h,header
Deve-004-005,URL: ,5,0.318627,0.012626,0.004023,0.000805,0.477941,0.939394,25.235219, h,body
Deve-004-006,31,2,0.014706,0.008838,0.00013,6.5e-05,0.85866,0.9375,1.663859, h,body
Deve-005-000,"JOURNAL OF BIOMEDICAL ENGINEERING AND MEDICAL IMAGING, Volume 6, No 4, August 2019",82,0.651961,0.012626,0.008232,0.0001,0.497549,0.064394,51.635291, h,body
Deve-005-001,"and low computational cost and power, they, however, do not provide holistic information about thehand and fingers in this case.",128,0.763072,0.034091,0.026014,0.000203,0.499183,0.102904,22.383435, h,body
Deve-005-002,"Unlike the hardware solutions to gesture recognition, there are solutions that utilize truly wirelesstechnology (mainly Infrared cameras and Infrared-based depth-sensing modules) while maintainingsimilar low power costs. Based on this, Erden and Ãƒâ€¡etin (19] achieved gesture recognition using a PIRsensor and an RGB camera. While the PIR sensor detected hand gesture using the Jacquard distance forthe Winner Takes All (WTA) algorithm comparison, the RGB camera was to detect if the object recognisedby the PIR sensor was, in fact, a hand. This approach tackled the problem of providing holistic informationby separating functions and assigning them to separate sensors.",669,0.763072,0.132576,0.101165,0.000151,0.499183,0.198864,5.755743, h,header
Deve-005-003,"Furthermore, Ionescu et al [20, 21) used depth-sensing Infrared cameras (composed of an InfraredDesigner and Infrared Receiver). The technique used was a novel space slicing technique which capturedthe reflected light from the sensors in Ã¢â‚¬Ëœslices' of space and calculated depth through a reconfigurablehardware unit that combined the slices by calculation to form a depth image. Further filtration of theimage based on depth would then isolate the hand position in the image. Another interesting approachto the use of infrared cameras was taken by Sato et al [22] where their implementation uses a ready-madeInfrared Camera as input, detects hands in a process called 'binarization', and then uses templatematching (determining search windows in the image for each hand region and searching for matchingfingertip templates in that region, the template used for the fingertips is a rectangle with a semi-circle atthe top) for fingertip detection. The centre of the hand is found by morphological erosion operation of anextracted hand region. This method can successfully capture and detect a hand.",1095,0.763072,0.210859,0.1609,0.000147,0.499183,0.381944,3.61888, h,header
Deve-005-004,"Xia and Fujimura [23] took a different approach in their paper where gestures are recognised using asequence of real-time depth image data gained by the sensing hardware. The head of the user is detectedusing vertical and horizontal histograms while the hand of the user is detected by using depth eliminationbased on the aspect ratio (z-axis filtering). This approach, ever, has a draw ck, as it is restricted toonly single users as a time. Implementations using depth cameras [24] provide high accuracy and holisticdata but are computationally expensive when compared to cruder infrared methods, as they require realtime processing of feed from the depth sensor.",664,0.764706,0.132576,0.101381,0.000153,0.5,0.565025,5.768066, h,header
Deve-005-005,"There also exist implementations that are uniquely different from the usual methods, one example isusing an Infrared transmitter remote stick that constantly transmits a signal to a receiver placed in thevicinity [25]. The constant input from the receiver was then programmed to detect variations in theInfrared transmitter's position. The researcher then gave a set of variations that could be interpreted bythe system. Hence, once a message is recognised from the input, it would initiate an action. Thisimplementation would be faster and have good accuracy. However, it is not fully contactless as asecondary device is used for transmission. And an approach that does not make use of Infrared technologybut images processing algorithms and computer vision (AI) is taken by Utsumi et al [26], where multipleRGB cameras capture the object, and the resulting images are then classified using a certain algorithm.",912,0.763072,0.170455,0.130069,0.000143,0.499183,0.727904,4.476689, h,header
Deve-005-006,"To make daily tasks easier and more efficient, engineering, as a mother discipline, has used a wide varietyof scientific concepts. One of these applications is the case of IR technology for motion tracking. IRtechnology is based on the utilisation of Infrared waves. Its main application is the creation of a widerange of IR sensors. Several IR sensors exist and can range from simple IR blasters and receivers to depth",419,0.764706,0.073232,0.056001,0.000134,0.498366,0.862374,10.442188, h,header
Deve-005-007,COPYRIGHT Ã‚Â© SOCIETY FOR SCIENCE AND EDUCATION UNITED KINGDOM,60,0.47549,0.011364,0.005403,9e-05,0.484477,0.936237,41.843269, h,body
Deve-005-008,32,2,0.01634,0.010101,0.000165,8.3e-05,0.879085,0.936869,1.617646, h,body
Deve-006-000,"Agbotiname Lucky Imoize, Aanuoluwapo Eberechukwu Babajide; Development of an Infrared-Based Sensor for Finger MovementDetection, Journal of Biomedical Engineering and Medical Imaging, Volume 6, No 4, Aug (2019), pp 29-44perceptive IR cameras. Given the wide variety and their functions, how is it possible to use an IR sensorto detect the location of the hand and then the movement of fingers?",393,0.803922,0.07197,0.057858,0.000147,0.519608,0.092803,11.170279, h,header
Deve-006-001,"In order to solve this problem, the Infrared depth sensor couple as used by [5, 20-23, 25, 27] would beutilised. After getting the depth image, three distinct methods of image processing would obtain handand finger movement; Haar-like features [1, 2], Convex hull detection [4-7, 28], and Deep learning modelgeneration (9, 10, 12-14].",334,0.763072,0.073232,0.055882,0.000167,0.499183,0.17803,10.419879, h,header
Deve-006-002,"3 Materials and MethodThe finger movement detection system presented in this study comprises of three main units; theprocessing unit, the input unit, the output unit. The processing unit comprises the CPU in which the codeis activated, while the code provides the implementation of the designed algorithm. Finally, the processingunit interfaces with both input and output units, this makes it a central unit.The input unit consists of the Xbox Kinect module and any other computing device used in writing theprograms in the CPU. During the actual use of the system, the input unit consists of the Xbox Kinectmodule alone. The Xbox Kinect module is equipped with an infrared-depth couple and an RGB camera;this helps in generating the 3-D images used for finger detection. The output unit consists of a monitorscreen alone, which displays the images used by the system and output of detected hands and fingers. Adiagrammatic explanation of the structure is shown in Figure 1.",974,0.772876,0.238636,0.184436,0.000189,0.499183,0.340278,3.238718, h,header
Deve-006-003,"In this design, finger movement is achieved using an incremental model of development, as seen in Figure2, one phase has to be completed before the next. This sub-chapter states each phase involved in theimplementation phase and explains how it is done. The methods involved in implementation are softwaremethods and would exist in codes and commands written in the Python Programming Language. Figure 3shows the general process flow of the implementations.",457,0.763072,0.093434,0.071297,0.000156,0.499183,0.507576,8.166934, h,header
Deve-006-004,Input Unit:This unit consist ofthe Kinect Sensorwhihc generates an,66,0.112745,0.046717,0.005267,8e-05,0.396242,0.602904,2.413355, h,header
Deve-006-005,"RGB image,Infrared Image andDepth Information",45,0.107843,0.036616,0.003949,8.8e-05,0.397059,0.643308,2.945234, h,header
Deve-006-006,Processing Unit,15,0.093137,0.012626,0.001176,7.8e-05,0.574346,0.604798,7.376508, h,body
Deve-006-007,Hand DetectionDetecting Hands in,32,0.107843,0.022727,0.002451,7.7e-05,0.575163,0.622475,4.745099, h,body
Deve-006-008,Infrared Images,15,0.091503,0.013889,0.001271,8.5e-05,0.575163,0.638258,6.588234, h,body
Deve-006-009,Processing UnitFinger DetectionnDetecting Fingers in,52,0.114379,0.035354,0.004044,7.8e-05,0.759804,0.618687,3.235299, h,header
Deve-006-010,detected images,15,0.094771,0.012626,0.001197,8e-05,0.759804,0.641414,7.505887, h,body
Deve-006-011,Processing Unit:,16,0.091503,0.013889,0.001271,7.9e-05,0.576797,0.715278,6.58823, h,body
Deve-006-012,Proccessing Unit:Output:Finger Movement,39,0.437908,0.025253,0.011058,0.000284,0.593137,0.722222,17.341194, h,body
Deve-006-013,Finger MovementDisplay result ofRecognition,43,0.46732,0.02904,0.013571,0.000316,0.580065,0.734217,16.092074, h,body
Deve-006-014,DetectionHand and FingerMovementRecognizing,43,0.44281,0.032828,0.014537,0.000338,0.56781,0.75,13.488664, h,body
Deve-006-015,DetectingDetectionmovement of,29,0.421569,0.026515,0.011178,0.000385,0.578431,0.767045,15.899191, h,body
Deve-006-016,Movement inspecific fingers,27,0.264706,0.022727,0.006016,0.000223,0.668301,0.777778,11.64708, h,body
Deve-006-017,FingersFigure 1: Physical Structural Setup of the Finger Movement Detection System,82,0.534314,0.050505,0.026986,0.000329,0.517157,0.794192,10.579423, h,header
Deve-006-018,URL: ,5,0.318627,0.012626,0.004023,0.000805,0.477941,0.939394,25.235219, h,body
Deve-006-019,33,2,0.014706,0.008838,0.00013,6.5e-05,0.85866,0.9375,1.663859, h,body
Deve-007-000,"JOURNAL OF BIOMEDICAL ENGINEERING AND MEDICAL IMAGING, Volume 6, No 4, August 2019",82,0.651961,0.012626,0.008232,0.0001,0.497549,0.064394,51.635291, h,body
Deve-007-001,Requirements Phase:,19,0.107843,0.011364,0.001225,6.4e-05,0.403595,0.100379,9.490193, h,body
Deve-007-002,Literature Review,17,0.086601,0.008838,0.000765,4.5e-05,0.406046,0.11048,9.798323, h,body
Deve-007-003,Design Phase:Methodology,24,0.070261,0.020202,0.001419,5.9e-05,0.479575,0.164141,3.477944, h,body
Deve-007-004,ImplementationPhase: Design,27,0.073529,0.018939,0.001393,5.2e-05,0.554739,0.21654,3.882354, h,body
Deve-007-005,Execution,9,0.04902,0.008838,0.000433,4.8e-05,0.553922,0.230429,5.546217, h,body
Deve-007-006,Verification Phase:,19,0.091503,0.008838,0.000809,4.3e-05,0.627451,0.268308,10.352941, h,body
Deve-007-007,Results andDiscussion,21,0.05719,0.017677,0.001011,4.8e-05,0.628268,0.282828,3.235295, h,body
Deve-007-008,Figure 2: Incremental Development Model of Design,49,0.351307,0.013889,0.004879,0.0001,0.510621,0.33649,25.29417, h,body
Deve-007-009,Stored hand,11,0.065359,0.008838,0.000578,5.3e-05,0.545752,0.386995,7.394952, h,body
Deve-007-010,data,4,0.021242,0.008838,0.000188,4.7e-05,0.546569,0.398359,2.403349, h,body
Deve-007-011,Start,5,0.02451,0.008838,0.000217,4.3e-05,0.275327,0.424874,2.773107, h,body
Deve-007-012,Sensorinput,11,0.037582,0.020202,0.000759,6.9e-05,0.406046,0.425505,1.860295, h,body
Deve-007-013,Fingermovementdetection,23,0.055556,0.02904,0.001613,7e-05,0.629085,0.443813,1.913042, h,body
Deve-007-014,andrecognition,14,0.058824,0.022727,0.001337,9.5e-05,0.627451,0.47096,2.588235, h,body
Deve-007-015,Handdetection,13,0.04902,0.022727,0.001114,8.6e-05,0.405229,0.497475,2.156864, h,body
Deve-007-016,Movement?,9,0.060458,0.008838,0.000534,5.9e-05,0.628268,0.543561,6.840326, h,body
Deve-007-017,No,2,0.014706,0.007576,0.000111,5.6e-05,0.719771,0.539141,1.941172, h,body
Deve-007-018,Hand?,5,0.034314,0.010101,0.000347,6.9e-05,0.406046,0.584596,3.397053, h,body
Deve-007-019,No,2,0.014706,0.007576,0.000111,5.6e-05,0.473039,0.582071,1.941176, h,body
Deve-007-020,Yes,3,0.019608,0.008838,0.000173,5.8e-05,0.638889,0.587753,2.218485, h,body
Deve-007-021,Displayoutput,13,0.039216,0.021465,0.000842,6.5e-05,0.630719,0.619318,1.826988, h,body
Deve-007-022,Yes,3,0.017974,0.007576,0.000136,4.5e-05,0.489379,0.627525,2.372549, h,body
Deve-007-023,Figure 3: Process flow of Finger Movement Detection Algorithm,61,0.428105,0.012626,0.005405,8.9e-05,0.511438,0.64899,33.90605, h,body
